CODUSU,NRO_HOGAR,NIVEL_ED,CH03,CH04,CH06,CH07,PP04A,CAT_OCUP,INTENSI,PP3E_TOT,CATEGORIA,CALIFICACION,P21
TQRMNORSYHKMLMCDEFIAH00657052,1,Secundaria incompleta,Jefe/a,Mujer,52,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,-9
TQRMNORSYHKMLMCDEFIAH00657052,1,Primaria completa,Conyuge / Pareja,Varon,37,casado?,...privada,Obrero o empleado,Sobreocupado,16,Ocupaciones del transporte,Operativos,-9
TQRMNORTRHKMLMCDEFIAH00652271,1,Secundaria completa,Jefe/a,Varon,35,casado?,...estatal,Obrero o empleado,Ocupado pleno,12,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,30000
TQRMNORTRHKMLMCDEFIAH00652271,1,Primaria completa,Conyuge / Pareja,Mujer,33,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de servicios de limpieza no domésticos,No calificados,30000
TQRMNOPRVHMMKOCDEFIAH00634778,1,Superior universitaria incompleta,Jefe/a,Varon,37,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,6,Ocupaciones de la comunicación de masas,Técnicos,30000
TQRMNOQTWHMMKOCDEFIAH00628397,1,Superior universitaria completa,Jefe/a,Varon,58,casado?,...privada,Obrero o empleado,Ocupado pleno,18,Ocupaciones de la producción industrial y artesanal,Operativos,-9
TQRMNOQTWHMMKOCDEFIAH00628397,1,Superior universitaria completa,Conyuge / Pareja,Mujer,60,casado?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,-9
TQRMNOQTWHMMKOCDEFIAH00628397,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,24,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNORRSHLKKSCDEFIAH00634898,1,Superior universitaria incompleta,Jefe/a,Varon,47,unido?,...privada,Cuenta propia,Sobreocupado,60,"Ocupaciones de la instalación y mantenimiento de maquinaria, equipos y sistemas",Técnicos,90000
TQRMNORRSHLKKSCDEFIAH00634898,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,48,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,35000
TQRMNOPVYHKKKPCDEFIAH00652196,1,Superior universitaria completa,Jefe/a,Mujer,26,unido?,...privada,Cuenta propia,Ocupado pleno,21,Ocupaciones de la comunicación de masas,Profesionales,25000
TQRMNOPVYHKKKPCDEFIAH00652196,1,Superior universitaria completa,Conyuge / Pareja,Varon,29,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Operativos,26000
TQRMNOPPRHLOKMCDEFIAH00634855,1,Primaria completa,Madre/Padre,Mujer,43,viudo/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la salud y sanidad,Técnicos,-9
TQRMNORRVHLOKMCDEFIAH00634786,1,Primaria completa,Jefe/a,Varon,58,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNORRVHLOKMCDEFIAH00634786,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,31,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la salud y sanidad,Técnicos,-9
TQRMNORSPHLOKMCDEFIAH00634870,1,Primaria completa,Jefe/a,Mujer,47,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,15000
TQRMNORSPHLOKMCDEFIAH00634870,1,Secundaria incompleta,Conyuge / Pareja,Varon,53,unido?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de los servicios de vigilancia y seguridad civil,Operativos,-9
TQRMNORSPHLOKMCDEFIAH00634870,1,Secundaria completa,Hijo/a Hijastro/a,Varon,29,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,9,Ocupaciones de la reparación de bienes de consumo,Operativos,35000
TQRMNORSPHLOKMCDEFIAH00634870,1,Secundaria completa,Hijo/a Hijastro/a,Varon,22,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de servicios de limpieza no domésticos,No calificados,-9
TQRMNOQYUHMNKMCDEFIAH00628533,1,Primaria completa,Jefe/a,Varon,54,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,8,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNOQYUHMNKMCDEFIAH00628533,1,Secundaria incompleta,Conyuge / Pareja,Mujer,49,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios gastronómicos,No calificados,34000
TQRMNOPQWHJOKPCDEFKID00657091,1,Primaria completa,Conyuge / Pareja,Mujer,45,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,18000
TQRMNOPQWHJOKPCDEFKID00657091,1,Secundaria completa,Hijo/a Hijastro/a,Varon,21,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,16,Ocupaciones de servicios de limpieza no domésticos,No calificados,11000
TQRMNOPRXHJOKPCDEFKID00657092,1,Secundaria incompleta,Jefe/a,Mujer,46,separado/a o divorsiado/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de servicios de limpieza no domésticos,No calificados,25000
TQRMNOPRXHJOKPCDEFKID00657092,1,Secundaria incompleta,Hijo/a Hijastro/a,Mujer,22,unido?,...privada,Obrero o empleado,Ocupado pleno,12,Ocupaciones de servicios gastronómicos,Operativos,4800
TQRMNOPRXHJOKPCDEFKID00657092,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,25,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,24,Ocupaciones de la comercialización directa,Operativos,5000
TQRMNOPRXHJOKPCDEFKID00657092,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,23,unido?,...privada,Cuenta propia,Sobreocupado,72,Ocupaciones de la comercialización directa,Operativos,6000
TQRMNOPRXHJOKPCDEFKID00657092,1,Secundaria completa,Yerno/Nuera,Varon,30,unido?,...privada,Cuenta propia,Sobreocupado,72,Ocupaciones de la comercialización directa,Operativos,6000
TQRMNOPRXHJOKPCDEFKID00657092,1,Secundaria incompleta,Yerno/Nuera,Varon,25,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,20000
TQRMNORQQHKMMOCDEFKID00652427,1,Sin instruccion,Hermano/a,Varon,64,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,20,Ocupaciones de servicios de limpieza no domésticos,No calificados,0
TQRMNORQRHKMMOCDEFKID00652437,1,Secundaria incompleta,Jefe/a,Varon,30,casado?,...privada,Cuenta propia,Ocupado pleno,40,Ocupaciones de servicios de limpieza no domésticos,No calificados,0
TQRMNOQQTHLMLQCDEFKID00635261,1,Secundaria completa,Hijo/a Hijastro/a,Varon,30,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la producción industrial y artesanal,Operativos,40000
TQRMNOQQUHLMLQCDEFKID00635165,1,Superior universitaria completa,Jefe/a,Varon,46,casado?,...privada,Patron,Ocupado pleno,40,Directivos de medianas empresas privadas productoras de bienes y servicios,Profesionales,0
TQRMNOQQUHLMLQCDEFKID00635165,1,Superior universitaria completa,Conyuge / Pareja,Mujer,44,casado?,...privada,Cuenta propia,Ocupado pleno,20,Ocupaciones de la gestión jurídico-legal,Profesionales,-9
TQRMNOQQVHLMLQCDEFKID00640897,1,Secundaria completa,Jefe/a,Varon,61,casado?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la comercialización directa,Operativos,80000
TQRMNORYTHLMLQCDEFKID00635166,1,Superior universitaria incompleta,Nietro/a,Varon,24,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNORYUHLMLQCDEFKID00635206,1,Superior universitaria completa,Jefe/a,Varon,40,casado?,...privada,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la comercialización directa,Técnicos,60000
TQRMNOPTYHLOLRCDEFKID00640719,1,Superior universitaria completa,Jefe/a,Varon,46,unido?,...privada,Cuenta propia,Sobreocupado,60,Ocupaciones de la reparación de bienes de consumo,Operativos,0
TQRMNOQYXHLOLRCDEFKID00635286,1,Superior universitaria completa,Jefe/a,Mujer,52,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,25,Ocupaciones de la educación,Técnicos,40000
TQRMNOQYXHLOLRCDEFKID00635286,1,Secundaria completa,Hijo/a Hijastro/a,Varon,30,soltero/a?,...privada,Cuenta propia,Ocupado pleno,44,Ocupaciones de los servicios sociales varios,Operativos,30000
TQRMNOTQXHLOLSCDEFKID00635256,1,Primaria completa,Jefe/a,Varon,57,separado/a o divorsiado/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,6,Ocupaciones del transporte,Operativos,-9
TQRMNOUSYHLOLSCDEFKID00635202,1,Secundaria incompleta,Hijo/a Hijastro/a,Mujer,25,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,33,Ocupaciones del transporte,Operativos,-9
TQRMNOQQYHMOLTCDEFKID00628804,1,Primaria completa,Madre/Padre,Mujer,55,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la producción industrial y artesanal,Operativos,12000
TQRMNOTUYHLMMMCDEFKID00635288,1,Primaria completa,Jefe/a,Varon,40,unido?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones del transporte,Operativos,50000
TQRMNOQVXHKOMNCDEFKID00652434,1,Secundaria completa,Jefe/a,Varon,35,casado?,...privada,Cuenta propia,Ocupado pleno,20,Ocupaciones de la comercialización directa,Operativos,20000
TQRMNOQWQHKOMNCDEFKID00652436,1,Superior universitaria incompleta,Jefe/a,Mujer,39,soltero/a?,...privada,Cuenta propia,Sobreocupado,56,Ocupaciones de la producción industrial y artesanal,Operativos,0
TQRMNOTUPHKOMNCDEFKID00652575,1,Superior universitaria incompleta,Jefe/a,Varon,47,casado?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOTUPHKOMNCDEFKID00652575,1,Secundaria incompleta,Conyuge / Pareja,Mujer,44,casado?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOTUPHKOMNCDEFKID00652575,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,19,soltero/a?,...privada,Cuenta propia,Ocupado pleno,12,Ns.Nc,falta informacion,-9
TQRMNORYXHJOLUCDEFKID00657210,1,Secundaria incompleta,Jefe/a,Varon,43,unido?,...privada,Obrero o empleado,Ocupado pleno,34,Ocupaciones de la comercialización indirecta,No calificados,35000
TQRMNORYXHJOLUCDEFKID00657210,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,39,unido?,...estatal,Obrero o empleado,Subocupado por insuficiencia horaria,6,Ocupaciones de servicios gastronómicos,Operativos,30000
TQRMNOPWQHMOMOCDEFKID00628792,1,Secundaria incompleta,Jefe/a,Mujer,41,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,1500
TQRMNOTSWHJMLRCDEFKID00657247,1,Secundaria incompleta,Jefe/a,Varon,41,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la producción industrial y artesanal,Operativos,35000
TQRMNOQSWHMMLSCDEFKID00628871,1,Secundaria completa,Conyuge / Pareja,Mujer,24,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones del corretaje comercial, venta domiciliaria, viajantes y promotores",Operativos,22000
TQRMNOQSWHMMLSCDEFKID00628871,1,Secundaria incompleta,Madre/Padre,Varon,47,soltero/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,65000
TQRMNOPWXHKMLSCDEFKID00652542,1,Secundaria completa,Jefe/a,Varon,44,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,35000
TQRMNOTWTHKNLTCDEFKID00657248,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,22,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNOPSRHKOKNCDEFLID00652696,1,Secundaria incompleta,Yerno/Nuera,Varon,24,unido?,...privada,Obrero o empleado,Ocupado pleno,44,Ocupaciones de la comercialización directa,No calificados,-9
TQRMNOPXRHJOKRCDEFLID00657287,1,Primaria completa,Hijo/a Hijastro/a,Varon,27,soltero/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,30000
TQRMNOPXSHJOKRCDEFLID00657288,1,Primaria completa,Jefe/a,Mujer,43,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,15,Ocupaciones del cuidado y la atención de personas,No calificados,10000
TQRMNOPSVHMMKQCDEFLID00628974,1,Secundaria completa,Hijo/a Hijastro/a,Varon,50,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,18000
TQRMNORPWHMMKQCDEFLID00628998,1,Superior universitaria completa,Jefe/a,Varon,41,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del deporte,Técnicos,25000
TQRMNORPWHMMKQCDEFLID00628998,1,Superior universitaria completa,Conyuge / Pareja,Mujer,40,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la educación,Profesionales,36000
TQRMNOSSUHJOLRCDEFLID00657319,1,Superior universitaria completa,Jefe/a,Mujer,40,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Técnicos,45000
TQRMNOSSUHJOLRCDEFLID00657319,1,Superior universitaria completa,Conyuge / Pareja,Varon,40,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,-9
TQRMNOPSPHKOLSCDEFLID00652621,1,Secundaria incompleta,Jefe/a,Varon,62,casado?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNORRUHMOLQCDEFLID00628961,1,Secundaria incompleta,Jefe/a,Varon,41,unido?,...privada,Cuenta propia,Sobreocupado,56,Ocupaciones de la comercialización directa,Operativos,25000
TQRMNORRUHMOLQCDEFLID00628961,1,Secundaria completa,Conyuge / Pareja,Varon,33,unido?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización indirecta,No calificados,42000
TQRMNOTPXHMOLQCDEFLID00628986,1,Primaria completa,Conyuge / Pareja,Mujer,40,unido?,...privada,Cuenta propia,Ocupado pleno,35,Ocupaciones de servicios gastronómicos,Operativos,10000
TQRMNOPRPHMOLQCDEFLID00628975,1,Superior universitaria completa,Jefe/a,Varon,44,unido?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,36000
TQRMNOPRPHMOLQCDEFLID00628975,1,Superior universitaria completa,Conyuge / Pareja,Mujer,37,unido?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,34000
TQRMNOPSQHMOLQCDEFLID00657341,1,Primaria incompleta (incluye educacion especial),Jefe/a,Varon,43,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",No calificados,12000
TQRMNOPSQHMOLQCDEFLID00657341,1,Primaria incompleta (incluye educacion especial),Hermano/a,Varon,41,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,42,Ocupaciones de la comercialización ambulante y callejera,No calificados,5600
TQRMNORPVHMMKQCDEFLID00628995,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,49,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,45000
TQRMNOPRVHMMKPCDEFLID00629022,1,Superior universitaria completa,Jefe/a,Mujer,46,unido?,...estatal,Obrero o empleado,Ocupado pleno,16,Ocupaciones de la educación,Técnicos,30000
TQRMNOPRXHMMKPCDEFLID00628938,1,Secundaria completa,Jefe/a,Varon,33,unido?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones del transporte,Operativos,45000
TQRMNOPRXHMMKPCDEFLID00628938,1,Superior universitaria completa,Conyuge / Pareja,Mujer,33,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Técnicos,15000
TQRMNOPRYHMMKPCDEFLID00628939,1,Superior universitaria completa,Jefe/a,Varon,39,unido?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la salud y sanidad,Técnicos,40000
TQRMNOPRYHMMKPCDEFLID00628939,1,Superior universitaria completa,Conyuge / Pareja,Mujer,42,unido?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la salud y sanidad,Técnicos,38000
TQRMNORRRHMMKPCDEFLID00629003,1,Secundaria completa,Jefe/a,Varon,41,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,24,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,35000
TQRMNOSXUHKMKMCDEFMDB00652728,1,Primaria incompleta (incluye educacion especial),Jefe/a,Varon,28,unido?,...estatal,Obrero o empleado,Ocupado pleno,45,Ocupaciones de servicios de limpieza no domésticos,No calificados,23000
TQRMNOPXWHKMLRCDEFMDB00652872,1,Superior universitaria completa,Jefe/a,Mujer,39,casado?,...privada,Obrero o empleado,Ocupado pleno,25,Ocupaciones de la salud y sanidad,Técnicos,53000
TQRMNOQTXHKNKMCDEFMDB00657376,1,Superior universitaria completa,Jefe/a,Varon,32,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Sobreocupado,72,Ocupaciones de servicios policiales,Operativos,60000
TQRMNOSUPHKNKNCDEFMDB00657377,1,Superior universitaria incompleta,Jefe/a,Varon,44,unido?,...privada,Patron,Sobreocupado,48,Directivos de pequeñas y microempresas,Técnicos,-9
TQRMNOSUPHKNKNCDEFMDB00657377,1,Superior universitaria completa,Conyuge / Pareja,Mujer,37,unido?,...privada,Patron,Sobreocupado,48,Directivos de pequeñas y microempresas,Técnicos,-9
TQRMNOSRPHKMLRCDEFMDB00652833,1,Superior universitaria completa,Jefe/a,Mujer,41,casado?,...estatal,Obrero o empleado,Sobreocupado,48,Ocupaciones de la salud y sanidad,Técnicos,35000
TQRMNOSRPHKMLRCDEFMDB00652833,1,Superior universitaria completa,Conyuge / Pareja,Varon,51,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la salud y sanidad,Técnicos,35000
TQRMNORUYHLOKMCDEFMDB00635611,1,Primaria incompleta (incluye educacion especial),Jefe/a,Varon,50,soltero/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Directivos de organismos, empresas e instituciones estatales",Profesionales,28000
TQRMNORYUHLOKMCDEFMDB00635571,1,Secundaria incompleta,Conyuge / Pareja,Mujer,23,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,24,Ocupaciones de la comercialización directa,Operativos,2500
TQRMNORTTHLMLUCDEFIAH00640403,1,Superior universitaria incompleta,Jefe/a,Varon,41,casado?,...privada,Patron,Ocupado pleno,30,Directivos de pequeñas y microempresas,Técnicos,20000
TQRMNOQUSHKOLUCDEFIAH00652256,1,Secundaria completa,Jefe/a,Varon,29,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de servicios gastronómicos,Operativos,16000
TQRMNOQURHLMKOCDEFJAH00635090,1,Secundaria incompleta,Jefe/a,Varon,33,unido?,...privada,Obrero o empleado,Sobreocupado,46,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,45000
TQRMNOPSUHLMKPCDEFJAH00635007,1,Secundaria incompleta,Jefe/a,Varon,41,casado?,...privada,Obrero o empleado,Ocupado pleno,44,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,60000
TQRMNOPXVHMMKNCDEFJAH00628634,1,Superior universitaria incompleta,Jefe/a,Varon,42,unido?,...privada,Cuenta propia,Sobreocupado,84,Ocupaciones de la producción industrial y artesanal,Operativos,25000
TQRMNOPXVHMMKNCDEFJAH00628634,1,Superior universitaria completa,Conyuge / Pareja,Mujer,33,unido?,...privada,Obrero o empleado,Ocupado pleno,30,Directivos de medianas empresas privadas productoras de bienes y servicios,Profesionales,38000
TQRMNOQWYHMOKOCDEFJAH00628631,1,Secundaria incompleta,Jefe/a,Mujer,36,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,3000
TQRMNOQWYHMOKOCDEFJAH00628631,1,Secundaria completa,Conyuge / Pareja,Varon,33,casado?,...privada,Obrero o empleado,Ocupado pleno,36,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,15000
TQRMNOQYXHLNLRCDEFJAH00635087,1,Secundaria completa,Jefe/a,Mujer,28,casado?,...estatal,Obrero o empleado,Ocupado pleno,35,Ocupaciones de servicios gastronómicos,Operativos,-9
TQRMNOQYXHLNLRCDEFJAH00635087,1,Primaria completa,Conyuge / Pareja,Varon,27,casado?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",No calificados,-9
TQRMNOPUQHKLKPCDEFJAH00657065,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,43,soltero/a?,...privada,Cuenta propia,Ocupado pleno,32,"Ocupaciones de la prevención de siniestros (naturales, humanos, productivos) atención del medio ambiente y ecología",Operativos,40000
TQRMNOPUSHKLKPCDEFJAH00657066,1,Secundaria incompleta,Jefe/a,Varon,42,unido?,...estatal,Obrero o empleado,Ocupado pleno,25,Ocupaciones de la salud y sanidad,Profesionales,29000
TQRMNOPUSHKLKPCDEFJAH00657066,1,Secundaria completa,Conyuge / Pareja,Mujer,41,unido?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,6,Ocupaciones de los servicios domésticos,No calificados,2000
TQRMNOPWWHKOKQCDEFJAH00652340,1,Secundaria completa,Jefe/a,Varon,22,soltero/a?,...privada,Obrero o empleado,Sobreocupado,48,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,35700
TQRMNOPXSHKOKQCDEFJAH00652403,1,Superior universitaria incompleta,Jefe/a,Varon,46,unido?,...privada,Obrero o empleado,Ocupado pleno,44,Ocupaciones de la comercialización directa,No calificados,-9
TQRMNOQXVHKOKQCDEFJAH00652325,1,Secundaria incompleta,Jefe/a,Mujer,31,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,16,Ocupaciones de la comercialización directa,Operativos,15000
TQRMNOQXXHKOKQCDEFJAH00652332,1,Superior universitaria incompleta,Jefe/a,Varon,56,unido?,...estatal,Obrero o empleado,Ocupado pleno,16,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,60000
TQRMNOPSSHLOKRCDEFJAH00635119,1,Superior universitaria completa,Jefe/a,Varon,34,casado?,...estatal,Obrero o empleado,Ocupado pleno,18,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,30000
TQRMNOPSSHLOKRCDEFJAH00635119,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,31,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,14000
TQRMNOPWTHKLKNCDEFJAH00652378,1,Secundaria completa,Jefe/a,Varon,52,casado?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Técnicos,-9
TQRMNOPWTHKLKNCDEFJAH00652378,1,Secundaria incompleta,Conyuge / Pareja,Mujer,54,casado?,...privada,Obrero o empleado,Ocupado pleno,12,Ocupaciones del cuidado y la atención de personas,No calificados,3600
TQRMNOQPYHMOKQCDEFJAH00628642,1,Secundaria completa,Jefe/a,Mujer,50,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,22000
TQRMNOQPYHMOKQCDEFJAH00628642,1,Primaria completa,Conyuge / Pareja,Varon,52,casado?,...privada,Obrero o empleado,Ocupado pleno,30,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,20000
TQRMNOSTWHLOKSCDEFJAH00635031,2,Primaria completa,Jefe/a,Varon,32,casado?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,30,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,16000
TQRMNOSTWHLOKSCDEFJAH00635031,2,Secundaria completa,Conyuge / Pareja,Mujer,28,casado?,...privada,Obrero o empleado,Ocupado pleno,24,Ocupaciones de servicios de limpieza no domésticos,No calificados,13000
TQRMNORQVHLMKUCDEFJAH00640600,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,43,soltero/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOQTQHKOMPCDEFKID00657093,1,Secundaria completa,Jefe/a,Mujer,58,separado/a o divorsiado/a?,...privada,Cuenta propia,Sobreocupado,56,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOQTRHKOMPCDEFKID00657094,1,Secundaria completa,Jefe/a,Varon,38,unido?,...estatal,Obrero o empleado,Ocupado pleno,24,Ocupaciones del transporte,Operativos,60000
TQRMNOQTRHKOMPCDEFKID00657094,1,Secundaria completa,Conyuge / Pareja,Mujer,40,unido?,...privada,Obrero o empleado,Sobreocupado,48,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,-9
TQRMNORTYHKOMPCDEFKID00657096,1,Secundaria completa,Jefe/a,Varon,53,unido?,...privada,Obrero o empleado,Sobreocupado,70,Ocupaciones de la comercialización directa,No calificados,35000
TQRMNORYVHLMLQCDEFKID00640884,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,42,unido?,...privada,Obrero o empleado,Sobreocupado,50,Ocupaciones de las telecomunicaciones,Operativos,50000
TQRMNORYWHLMLQCDEFKID00635262,1,Secundaria completa,Jefe/a,Varon,59,casado?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,40000
TQRMNOPXPHKMLSCDEFKID00652543,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,31,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,44,Ocupaciones de la producción industrial y artesanal,Operativos,28000
